Fecha,Calorias_(kcal),Distancia_(m),Frecuencia_cardiaca_media_(ppm),Frecuencia cardiaca maxima (ppm),Frecuencia cardiaca minima (ppm),Latitud baja (grados),Longitud baja (grados),Latitud alta (grados),Longitud alta (grados),Velocidad media (m/s),Velocidad maxima (m/s),Velocidad minima (m/s),Recuento de pasos,Peso medio (kg),Peso maximo (kg),Peso minimo (kg),Bicicleta duracion (ms),Inactivo duracion (ms),Andar duracion (ms),Correr duracion (ms),Dormir_duracion_(ms),Suenoo ligero duracion (ms),Sueno profundo duracion (ms),Desvelo duracion (ms)
2018-06-06,6511.053685173156,12509.927633631858,0.0,0.0,0.0,8.961447715759277,-79.54010009765625,9.1067533493042,-79.40061950683594,0.5686547204286541,17.069999694824222,0.0023474178742617373,15709.0,0.0,0.0,0.0,0.0,36234348.0,15284215.0,3240000.0,0.0,17820000.0,3540000.0,0.0
2018-06-07,8554.314399545141,18846.68017617861,0.0,0.0,0.0,8.960437774658203,-79.53939819335938,9.098858833312988,-79.4002456665039,0.6401307829915612,18.209999084472656,0.0,16965.0,0.0,0.0,0.0,0.0,30436002.0,15472560.0,7920000.0,0.0,20880000.0,4800000.0,0.0
2018-06-08,5752.522594908805,12730.903562347095,0.0,0.0,0.0,8.960123062133789,-79.53966522216797,9.104572296142578,-79.39924621582031,0.5142539760948333,25.899999618530273,0.0,10544.0,0.0,0.0,0.0,0.0,41161217.0,9320078.0,2040000.0,25020000.0,900000.0,0.0,0.0
2018-06-09,2793.291861136137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,85887611.0,74960.0,0.0,0.0,0.0,0.0,0.0
2018-06-10,4840.276132360091,5658.761095583439,0.0,0.0,0.0,8.962665557861328,-79.6500015258789,9.106342315673828,-79.39290618896484,2.014309074662409,19.96999931335449,0.045454736799001694,10042.0,0.0,0.0,0.0,0.0,59363601.0,12044889.0,122333.0,0.0,3060000.0,1260000.0,180000.0
2018-06-11,7401.063611610979,18088.643662214283,0.0,0.0,0.0,8.96216106414795,-79.54056549072266,9.107254981994627,-79.4001235961914,0.6467408746248348,16.65999984741211,0.0,15614.0,0.0,0.0,0.0,90094.0,36427384.0,17713372.0,3120000.0,0.0,20460000.0,4200000.0,0.0
2018-06-12,6970.222122033048,19962.785013318065,0.0,0.0,0.0,8.960822105407715,-79.54053497314453,9.107048988342283,-79.39937591552734,0.3708537282678343,15.0,0.0,16226.0,0.0,0.0,0.0,926216.0,41213489.0,14305680.0,4080000.0,0.0,16560000.0,4800000.0,1020000.0
2018-06-13,9770.30903256238,21973.078652699787,0.0,0.0,0.0,8.96014404296875,-79.54063415527344,9.106992721557617,-79.39942932128906,0.7095896540007626,10.49925708770752,0.0,16100.0,0.0,0.0,0.0,0.0,40247944.0,8490805.0,12960000.0,3960000.0,13680000.0,1440000.0,0.0
2018-06-14,7632.504400444825,16670.10985914866,0.0,0.0,0.0,8.959303855895996,-79.54056549072266,9.106465339660645,-79.39859771728516,1.016264652869546,13.220000267028807,0.0,15946.0,0.0,0.0,0.0,0.0,34995109.0,14138544.0,6000000.0,0.0,18540000.0,5640000.0,1020000.0
2018-06-15,8941.187365044449,18105.940523266792,0.0,0.0,0.0,9.022299766540527,-79.46871185302734,9.107269287109377,-79.39942169189453,0.4820702294370084,63.0,0.0,19352.0,0.0,0.0,0.0,0.0,56777123.0,15624344.0,8520000.0,0.0,0.0,0.0,0.0
2018-06-16,8082.966709828222,11882.485553997678,0.0,0.0,0.0,9.049734115600586,-79.45260620117188,9.107254028320312,-79.39952850341797,0.2640772654205316,4.3970932960510245,0.0,13709.0,0.0,0.0,0.0,0.0,24524738.0,14340464.0,8040000.0,0.0,29880000.0,5460000.0,0.0
2018-06-17,7063.238984382712,9631.860696476777,0.0,0.0,0.0,9.079923629760742,-79.41507720947266,9.107043266296387,-79.28778076171875,0.32048717795371723,21.59000015258789,0.0,9811.0,0.0,0.0,0.0,0.0,32700973.0,15906587.0,4080000.0,0.0,22620000.0,6000000.0,0.0
2018-06-18,7693.138848902586,16376.601931330524,0.0,0.0,0.0,8.962357521057129,-79.54564666748047,9.107293128967283,-79.3995132446289,0.4104729172841864,8.705491065979004,0.0,15978.0,0.0,0.0,0.0,0.0,36430931.0,14120581.0,6000000.0,0.0,23760000.0,1800000.0,0.0
2018-06-19,7398.574081806131,15117.22378776583,0.0,0.0,0.0,8.961297035217285,-79.54044342041016,9.097396850585938,-79.39947509765625,0.5624563994660612,4.0,0.0,16211.0,0.0,0.0,0.0,0.0,34657157.0,15161118.0,6120000.0,0.0,22860000.0,3660000.0,0.0
2018-06-20,7463.002182922406,10081.280787993299,0.0,0.0,0.0,8.96124267578125,-79.54067993164062,9.107026100158693,-79.39921569824219,0.37906020060248186,4.820000171661377,0.0,13656.0,0.0,0.0,0.0,0.0,30977989.0,14369667.0,6300000.0,0.0,19920000.0,5280000.0,0.0
2018-06-21,10331.304996412353,25968.15598417752,0.0,0.0,0.0,8.96112060546875,-79.54064178466797,9.107735633850098,-79.39877319335938,0.5976134101655367,17.75,0.0,19925.0,0.0,0.0,0.0,226084.0,28208656.0,22860592.0,7020000.0,0.0,21000000.0,2580000.0,0.0
2018-06-22,6388.955323420586,8803.417260392793,0.0,0.0,0.0,8.959961891174316,-79.54071044921875,9.106346130371094,-79.3993148803711,0.8171178530209419,59.0,0.0,10718.0,0.0,0.0,0.0,0.0,36409720.0,9964007.0,5340000.0,0.0,20580000.0,5220000.0,0.0
2018-06-23,7881.413090824903,8877.823868837366,0.0,0.0,0.0,9.027127265930176,-79.45298767089844,9.107275009155273,-79.39942932128906,0.2437603841035467,3.3554141521453857,0.0,12558.0,0.0,0.0,0.0,0.0,31655542.0,12181263.0,8460000.0,0.0,27060000.0,6000000.0,0.0
2018-06-24,7911.711159723557,8439.916799130675,0.0,0.0,0.0,8.96112060546875,-79.55304718017578,9.106653213500977,-79.39921569824219,0.2703335530460502,6.0999999046325675,0.0,11272.0,0.0,0.0,0.0,0.0,26594485.0,12514161.0,8400000.0,0.0,28320000.0,4260000.0,0.0
